container_name,pod_name,namespace,cluster_name,container_image,container_state,container_started_at,image_age_days,last_updated
node-exporter,prometheus-node-exporter-kttlc,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-exporter:v1.5.0,running,2024-05-08 02:35:56+00:00,396,2024-07-22 15:54:34+00:00
scalyr-agent,scalyr-agent-2-ttk8r,scalyr,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/scalyr-agent/scalyr-k8s-agent-fips:2.2.9a,running,2024-05-07 11:19:00+00:00,174,2024-07-22 15:54:34+00:00
scalyr-agent,scalyr-agent-2-8nk52,scalyr,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/scalyr-agent/scalyr-k8s-agent-fips:2.2.9a,running,2024-05-07 10:44:16+00:00,174,2024-07-22 15:54:34+00:00
consul-client,correlation-redis-prod-11,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-05-07 02:22:19+00:00,396,2024-07-22 15:54:34+00:00
consul-client,correlation-redis-prod-3,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-05-07 02:22:17+00:00,396,2024-07-22 15:54:34+00:00
redis,correlation-redis-prod-11,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis6:6.2.8,running,2024-05-07 02:22:16+00:00,396,2024-07-22 15:54:34+00:00
redis-exporter,correlation-redis-prod-11,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis_exporter:v1.44.0,running,2024-05-07 02:22:16+00:00,396,2024-07-22 15:54:34+00:00
redis-exporter,correlation-redis-prod-3,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis_exporter:v1.44.0,running,2024-05-07 02:22:15+00:00,396,2024-07-22 15:54:34+00:00
redis,correlation-redis-prod-3,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis6:6.2.8,running,2024-05-07 02:22:14+00:00,396,2024-07-22 15:54:34+00:00
consul-client,correlation-redis-prod-5,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-05-07 02:22:12+00:00,396,2024-07-22 15:54:34+00:00
redis-exporter,correlation-redis-prod-5,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis_exporter:v1.44.0,running,2024-05-07 02:22:10+00:00,396,2024-07-22 15:54:34+00:00
redis,correlation-redis-prod-5,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis6:6.2.8,running,2024-05-07 02:22:09+00:00,396,2024-07-22 15:54:34+00:00
consul-client,correlation-redis-prod-7,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-05-07 02:22:09+00:00,396,2024-07-22 15:54:34+00:00
redis,correlation-redis-prod-7,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis6:6.2.8,running,2024-05-07 02:22:06+00:00,396,2024-07-22 15:54:34+00:00
redis-exporter,correlation-redis-prod-7,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis_exporter:v1.44.0,running,2024-05-07 02:22:06+00:00,396,2024-07-22 15:54:34+00:00
consul-client,correlation-redis-prod-10,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-05-07 02:22:04+00:00,396,2024-07-22 15:54:34+00:00
redis-exporter,correlation-redis-prod-10,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis_exporter:v1.44.0,running,2024-05-07 02:22:02+00:00,396,2024-07-22 15:54:34+00:00
redis,correlation-redis-prod-10,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis6:6.2.8,running,2024-05-07 02:22:01+00:00,396,2024-07-22 15:54:34+00:00
consul-client,correlation-redis-prod-9,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-05-07 02:22:00+00:00,396,2024-07-22 15:54:34+00:00
consul-client,correlation-redis-prod-1,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-05-07 02:21:58+00:00,396,2024-07-22 15:54:34+00:00
consul-client,correlation-redis-prod-6,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-05-07 02:21:58+00:00,396,2024-07-22 15:54:34+00:00
redis-exporter,correlation-redis-prod-9,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis_exporter:v1.44.0,running,2024-05-07 02:21:58+00:00,396,2024-07-22 15:54:34+00:00
consul-client,correlation-redis-prod-0,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-05-07 02:21:58+00:00,396,2024-07-22 15:54:34+00:00
consul-client,correlation-redis-prod-12,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-05-07 02:21:58+00:00,396,2024-07-22 15:54:34+00:00
consul-client,correlation-redis-prod-2,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-05-07 02:21:58+00:00,396,2024-07-22 15:54:34+00:00
consul-client,correlation-redis-prod-4,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-05-07 02:21:58+00:00,396,2024-07-22 15:54:34+00:00
consul-client,correlation-redis-prod-8,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-05-07 02:21:58+00:00,396,2024-07-22 15:54:34+00:00
redis,correlation-redis-prod-9,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis6:6.2.8,running,2024-05-07 02:21:57+00:00,396,2024-07-22 15:54:34+00:00
redis-exporter,correlation-redis-prod-0,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis_exporter:v1.44.0,running,2024-05-07 02:21:56+00:00,396,2024-07-22 15:54:34+00:00
redis-exporter,correlation-redis-prod-2,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis_exporter:v1.44.0,running,2024-05-07 02:21:56+00:00,396,2024-07-22 15:54:34+00:00
redis-exporter,correlation-redis-prod-4,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis_exporter:v1.44.0,running,2024-05-07 02:21:56+00:00,396,2024-07-22 15:54:34+00:00
redis-exporter,correlation-redis-prod-6,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis_exporter:v1.44.0,running,2024-05-07 02:21:55+00:00,396,2024-07-22 15:54:34+00:00
redis,correlation-redis-prod-0,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis6:6.2.8,running,2024-05-07 02:21:55+00:00,396,2024-07-22 15:54:34+00:00
redis,correlation-redis-prod-1,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis6:6.2.8,running,2024-05-07 02:21:55+00:00,396,2024-07-22 15:54:34+00:00
redis-exporter,correlation-redis-prod-1,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis_exporter:v1.44.0,running,2024-05-07 02:21:55+00:00,396,2024-07-22 15:54:34+00:00
redis,correlation-redis-prod-12,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis6:6.2.8,running,2024-05-07 02:21:55+00:00,396,2024-07-22 15:54:34+00:00
redis-exporter,correlation-redis-prod-12,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis_exporter:v1.44.0,running,2024-05-07 02:21:55+00:00,396,2024-07-22 15:54:34+00:00
redis,correlation-redis-prod-2,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis6:6.2.8,running,2024-05-07 02:21:55+00:00,396,2024-07-22 15:54:34+00:00
redis,correlation-redis-prod-4,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis6:6.2.8,running,2024-05-07 02:21:55+00:00,396,2024-07-22 15:54:34+00:00
redis,correlation-redis-prod-6,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis6:6.2.8,running,2024-05-07 02:21:55+00:00,396,2024-07-22 15:54:34+00:00
redis,correlation-redis-prod-8,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis6:6.2.8,running,2024-05-07 02:21:55+00:00,396,2024-07-22 15:54:34+00:00
redis-exporter,correlation-redis-prod-8,correlation-redis-prod,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/redis_exporter:v1.44.0,running,2024-05-07 02:21:55+00:00,396,2024-07-22 15:54:34+00:00
scalyr-agent,scalyr-agent-2-gx4z9,scalyr,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/scalyr-agent/scalyr-k8s-agent-fips:2.2.9a,running,2024-05-07 02:21:55+00:00,174,2024-07-22 15:54:34+00:00
scalyr-agent,scalyr-agent-2-5nsnj,scalyr,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/scalyr-agent/scalyr-k8s-agent-fips:2.2.9a,running,2024-05-07 02:21:54+00:00,174,2024-07-22 15:54:34+00:00
scalyr-agent,scalyr-agent-2-2x7ct,scalyr,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/scalyr-agent/scalyr-k8s-agent-fips:2.2.9a,running,2024-05-07 02:21:53+00:00,174,2024-07-22 15:54:34+00:00
scalyr-agent,scalyr-agent-2-j65xq,scalyr,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/scalyr-agent/scalyr-k8s-agent-fips:2.2.9a,running,2024-05-07 02:21:50+00:00,174,2024-07-22 15:54:34+00:00
scalyr-agent,scalyr-agent-2-jlkk2,scalyr,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/scalyr-agent/scalyr-k8s-agent-fips:2.2.9a,running,2024-05-07 02:21:49+00:00,174,2024-07-22 15:54:34+00:00
scalyr-agent,scalyr-agent-2-pm9l5,scalyr,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/scalyr-agent/scalyr-k8s-agent-fips:2.2.9a,running,2024-05-07 02:21:49+00:00,174,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-27k6w,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-05-07 02:21:42+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-27k6w,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-05-07 02:21:42+00:00,138,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-27k6w,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-05-07 02:21:41+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-tmrcf,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-05-07 02:21:41+00:00,138,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-tmrcf,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-05-07 02:21:40+00:00,138,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-tmrcf,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-05-07 02:21:39+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-x6bhn,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-05-07 02:21:38+00:00,138,2024-07-22 15:54:34+00:00
aws-node,aws-node-2hh87,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/amazon-k8s-cni:v1.16.2,running,2024-05-07 02:21:37+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-7rps4,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-05-07 02:21:37+00:00,138,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-x6bhn,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-05-07 02:21:37+00:00,138,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-x6bhn,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-05-07 02:21:37+00:00,138,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-7rps4,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-05-07 02:21:36+00:00,138,2024-07-22 15:54:34+00:00
aws-node,aws-node-vtd9q,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/amazon-k8s-cni:v1.16.2,running,2024-05-07 02:21:35+00:00,138,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-7rps4,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-05-07 02:21:35+00:00,138,2024-07-22 15:54:34+00:00
scalyr-agent,scalyr-agent-2-mcsqn,scalyr,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/scalyr-agent/scalyr-k8s-agent-fips:2.2.9a,running,2024-05-07 02:21:35+00:00,174,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-mpcwt,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-05-07 02:21:34+00:00,138,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-mpcwt,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-05-07 02:21:33+00:00,138,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-mpcwt,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-05-07 02:21:33+00:00,138,2024-07-22 15:54:34+00:00
aws-node,aws-node-qc9ph,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/amazon-k8s-cni:v1.16.2,running,2024-05-07 02:21:32+00:00,138,2024-07-22 15:54:34+00:00
aws-node,aws-node-b8mj8,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/amazon-k8s-cni:v1.16.2,running,2024-05-07 02:21:31+00:00,138,2024-07-22 15:54:34+00:00
aws-node,aws-node-wr9z9,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/amazon-k8s-cni:v1.16.2,running,2024-05-07 02:21:29+00:00,138,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-bsb5d,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-05-07 02:21:28+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-bsb5d,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-05-07 02:21:28+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-7mpq4,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-05-07 02:21:27+00:00,138,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-bsb5d,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-05-07 02:21:27+00:00,138,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-8jgh5,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-proxy:v1.22.17,running,2024-05-07 02:21:26+00:00,397,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-7mpq4,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-05-07 02:21:26+00:00,138,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-7mpq4,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-05-07 02:21:25+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-zsfjw,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-05-07 02:21:25+00:00,138,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-zsfjw,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-05-07 02:21:24+00:00,138,2024-07-22 15:54:34+00:00
node-exporter,prometheus-node-exporter-ngf29,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-exporter:v1.5.0,running,2024-05-07 02:21:24+00:00,396,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-mdvqt,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-proxy:v1.22.17,running,2024-05-07 02:21:23+00:00,397,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-8mqqb,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-05-07 02:21:23+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-dqt2t,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-05-07 02:21:23+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-n6l5g,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-05-07 02:21:23+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-zln5r,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-05-07 02:21:23+00:00,138,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-zsfjw,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-05-07 02:21:23+00:00,138,2024-07-22 15:54:34+00:00
aws-node,aws-node-vlrhb,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/amazon-k8s-cni:v1.16.2,running,2024-05-07 02:21:22+00:00,138,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-8mqqb,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-05-07 02:21:22+00:00,138,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-dqt2t,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-05-07 02:21:22+00:00,138,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-dqt2t,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-05-07 02:21:22+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-kgt5n,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-05-07 02:21:22+00:00,138,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-n6l5g,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-05-07 02:21:22+00:00,138,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-zln5r,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-05-07 02:21:22+00:00,138,2024-07-22 15:54:34+00:00
node-exporter,prometheus-node-exporter-m48n2,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-exporter:v1.5.0,running,2024-05-07 02:21:22+00:00,396,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-bkv6g,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-proxy:v1.22.17,running,2024-05-07 02:21:21+00:00,397,2024-07-22 15:54:34+00:00
aws-node,aws-node-m8m4k,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/amazon-k8s-cni:v1.16.2,running,2024-05-07 02:21:21+00:00,138,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-8mqqb,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-05-07 02:21:21+00:00,138,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-kgt5n,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-05-07 02:21:21+00:00,138,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-kgt5n,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-05-07 02:21:21+00:00,138,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-n6l5g,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-05-07 02:21:21+00:00,138,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-zln5r,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-05-07 02:21:21+00:00,138,2024-07-22 15:54:34+00:00
node-exporter,prometheus-node-exporter-7dtp6,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-exporter:v1.5.0,running,2024-05-07 02:21:20+00:00,396,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-6pm29,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-proxy:v1.22.17,running,2024-05-07 02:21:19+00:00,397,2024-07-22 15:54:34+00:00
